rowID	rowName	year	month	day	TITLE	DATE	SOURCE
30	inputFiles/WOSCorpus(30)	2013	6	22	Invasive house mice facing a changing environment on the Sub-Antarctic Guillou Island (Kerguelen Archipelago)	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
31	inputFiles/WOSCorpus(31)	2013	6	22	CONVERGENCE AND DIVERGENCE DURING THE ADAPTATION TO SIMILAR ENVIRONMENTS BY AN AUSTRALIAN GROUNDSEL	June 22, 2013	EVOLUTION
32	inputFiles/WOSCorpus(32)	2013	6	22	Stress for invasion success? Temperature stress of preceding generations modifies the response to insecticide stress in an invasive pest insect	June 22, 2013	EVOLUTIONARY APPLICATIONS
33	inputFiles/WOSCorpus(33)	2013	6	22	Adaptive introgression in animals: examples and comparison to new mutation and standing variation as sources of adaptive variation	June 22, 2013	MOLECULAR ECOLOGY
34	inputFiles/WOSCorpus(34)	2013	6	22	A Selective Sweep across Species Boundaries in Drosophila	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
35	inputFiles/WOSCorpus(35)	2013	6	22	Shaping development through mechanical strain: the transcriptional basis of diet-induced phenotypic plasticity in a cichlid fish	June 22, 2013	MOLECULAR ECOLOGY
36	inputFiles/WOSCorpus(36)	2013	6	22	How Did the Swiss Cheese Plant Get Its Holes?	June 22, 2013	AMERICAN NATURALIST
37	inputFiles/WOSCorpus(37)	2013	6	22	Molecular and phytochemical evidence for the taxonomic integrity of Salix alba, S-fragilis, and their hybrid S. x rubens (Salicaceae) in mixed stands in SE Germany	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
38	inputFiles/WOSCorpus(38)	2013	6	22	Molecular phylogeny and revised classification of the haplotilapiine cichlid fishes formerly referred to as Tilapia	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
39	inputFiles/WOSCorpus(39)	2013	6	22	Triangulating the provenance of African elephants using mitochondrial DNA	June 22, 2013	EVOLUTIONARY APPLICATIONS
40	inputFiles/WOSCorpus(40)	2013	6	22	Female life-history traits of a species pair of threespine stickleback in Mud Lake, Alaska	June 22, 2013	EVOLUTIONARY ECOLOGY RESEARCH
41	inputFiles/WOSCorpus(41)	2013	6	22	Homoeolog expression bias and expression level dominance in allopolyploid cotton	June 22, 2013	HEREDITY
42	inputFiles/WOSCorpus(42)	2013	6	22	EVIDENCE FOR SELECTION ON A CHORDATE HISTOCOMPATIBILITY LOCUS	June 22, 2013	EVOLUTION
43	inputFiles/WOSCorpus(43)	2013	6	22	Peaches and almonds: phylogeny of Prunus subg. Amygdalus (Rosaceae) based on DNA sequences and morphology	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
44	inputFiles/WOSCorpus(44)	2013	6	22	Diversification of Fijian halictine bees: Insights into a recent island radiation	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
45	inputFiles/WOSCorpus(45)	2013	6	22	COEVOLUTION AND THE ARCHITECTURE OF MUTUALISTIC NETWORKS	June 22, 2013	EVOLUTION
46	inputFiles/WOSCorpus(46)	2013	6	22	Does the Risk of Sperm Competition Help Explain Cooperation between Reproductive Competitors? A Study in the Ocellated Wrasse (Symphodus ocellatus)	June 22, 2013	AMERICAN NATURALIST
47	inputFiles/WOSCorpus(47)	2013	6	22	Contributions of Covariance: Decemberomposing the Components of Stochastic Population Growth in Cypripedium calceolus	June 22, 2013	AMERICAN NATURALIST
48	inputFiles/WOSCorpus(48)	2013	6	22	Decemberoupling of taxonomic diversity and morphological disparity during Decemberline of the Cambrian trilobite family Pterocephaliidae	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
49	inputFiles/WOSCorpus(49)	2013	6	22	Indeterminate growth in long-lived freshwater turtles as a component of individual fitness	June 22, 2013	EVOLUTIONARY ECOLOGY
50	inputFiles/WOSCorpus(50)	2013	6	22	Delayed spermatophore removal in the land snail Euhadra peliomphala	June 22, 2013	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY
51	inputFiles/WOSCorpus(51)	2013	6	22	Rapidly fluctuating environments constrain coevolutionary arms races by impeding selective sweeps	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
52	inputFiles/WOSCorpus(52)	2013	6	22	Speciation in ninespine stickleback: reproductive isolation and phenotypic divergence among cryptic species of Japanese ninespine stickleback	June 22, 2013	JOURNAL OF EVOLUTIONARY BIOLOGY
53	inputFiles/WOSCorpus(53)	2013	6	22	Evolutionary History of Eukaryotic alpha-Glucosidases from the alpha-Amylase Family	June 22, 2013	JOURNAL OF MOLECULAR EVOLUTION
54	inputFiles/WOSCorpus(54)	2013	6	22	CORRELATION BETWEEN ANOLIS LIZARD DEWLAP PHENOTYPE AND ENVIRONMENTAL VARIATION INDICATES ADAPTIVE DIVERGENCE OF A SIGNAL IMPORTANT TO SEXUAL SELECTION AND SPECIES RECOGNITION	June 22, 2013	EVOLUTION
55	inputFiles/WOSCorpus(55)	2013	6	22	Evaluating the capacity of plant DNA barcodes to discriminate species of cotton (Gossypium: Malvaceae)	June 22, 2013	MOLECULAR ECOLOGY RESOURCES
56	inputFiles/WOSCorpus(56)	2013	6	22	Limited Oxygen Availability In Utero May Constrain the Evolution of Live Birth in Reptiles	June 22, 2013	AMERICAN NATURALIST
57	inputFiles/WOSCorpus(57)	2013	6	22	Evolution of Plant Mitochondrial Intron-Encoded Maturases: Frequent Lineage-Specific Loss and Recurrent Intracellular Transfer to the Nucleus	June 22, 2013	JOURNAL OF MOLECULAR EVOLUTION
58	inputFiles/WOSCorpus(58)	2013	6	22	A new leptocleidid (Sauropterygia, Plesiosauria) from the Vectis Formation (Early Barremian-early Aptian Early Cretaceous) of the Isle of Wight and the evolution of Leptocleididae, a controversial clade	June 22, 2013	JOURNAL OF SYSTEMATIC PALAEONTOLOGY
59	inputFiles/WOSCorpus(59)	2013	6	22	Recurrent functional divergence of early tetrapod keratins in amphibian toe pads and mammalian hair	June 22, 2013	BIOLOGY LETTERS
60	inputFiles/WOSCorpus(60)	2013	6	22	New Approaches to the Biogeography and Areas of Endemism of Red Oaks (Quercus L., Section Lobatae)	June 22, 2013	SYSTEMATIC BIOLOGY
61	inputFiles/WOSCorpus(61)	2013	6	22	Pleiotropy of FRIGIDA enhances the potential for multivariate adaptation	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
62	inputFiles/WOSCorpus(62)	2013	6	22	Variation in habitat connectivity generates positive correlations between species and genetic diversity in a metacommunity	June 22, 2013	MOLECULAR ECOLOGY
63	inputFiles/WOSCorpus(63)	2013	6	22	Playing to an audience: the social environment influences aggression and victory displays	June 22, 2013	BIOLOGY LETTERS
64	inputFiles/WOSCorpus(64)	2013	6	22	Pheromone Evolution, Reproductive Genes, and Comparative Transcriptomics in Mediterranean Earthworms (Annelida, Oligochaeta, Hormogastridae)	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
65	inputFiles/WOSCorpus(65)	2013	6	22	Proximity to agriculture is correlated with pesticide tolerance: evidence for the evolution of amphibian resistance to modern pesticides	June 22, 2013	EVOLUTIONARY APPLICATIONS
66	inputFiles/WOSCorpus(66)	2013	6	22	A revised phylogeny of Antilopini (Bovidae, Artiodactyla) using combined mitochondrial and nuclear genes	June 22, 2013	MOLECULAR PHYLOGENETICS AND EVOLUTION
67	inputFiles/WOSCorpus(67)	2013	6	22	Efficient Sequencing of Anuran mtDNAs and a Mitogenomic Exploration of the Phylogeny and Evolution of Frogs	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
68	inputFiles/WOSCorpus(68)	2013	6	22	Diplospory and obligate apomixis in Miconia albicans (Miconieae, Melastomataceae) and an embryological comparison with its sexual congener M-chamissois	June 22, 2013	PLANT SYSTEMATICS AND EVOLUTION
69	inputFiles/WOSCorpus(69)	2013	6	22	Interacting selection diversifies warning signals in a polytypic frog: an examination with the strawberry poison frog	June 22, 2013	EVOLUTIONARY ECOLOGY
70	inputFiles/WOSCorpus(70)	2013	6	22	On evolutionary explanations of cognitive biases	June 22, 2013	TRENDS IN ECOLOGY & EVOLUTION
71	inputFiles/WOSCorpus(71)	2013	6	22	driftsel: an R package for detecting signals of natural selection in quantitative traits	June 22, 2013	MOLECULAR ECOLOGY RESOURCES
72	inputFiles/WOSCorpus(72)	2013	6	22	An extraordinary tail integrative review of the agamid genus Xenagama	June 22, 2013	JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH
73	inputFiles/WOSCorpus(73)	2013	6	22	A new sawfly fossil from the lower Cretaceous of China elucidates antennal evolution in the lower Hymenoptera (Pamphilioidea: Praesiricidae: Archoxyelydinae subfam.n.)	June 22, 2013	SYSTEMATIC ENTOMOLOGY
74	inputFiles/WOSCorpus(74)	2013	6	22	Cultural transmission results in convergence towards colour term universals	June 22, 2013	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
75	inputFiles/WOSCorpus(75)	2013	6	22	Spermatozoa production by triploid males in the New Zealand freshwater snail Potamopyrgus antipodarum	June 22, 2013	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY
76	inputFiles/WOSCorpus(76)	2013	6	22	Molecular and morphological analysis of subfamily Alooideae (Asphodelaceae) and the inclusion of Chortolirion in Aloe	June 22, 2013	TAXON
77	inputFiles/WOSCorpus(77)	2013	6	22	Postnatal temporal bone ontogeny in Pan, Gorilla, and Homo, and the implications for temporal bone ontogeny in Australopithecus afarensis	June 22, 2013	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY
78	inputFiles/WOSCorpus(78)	2013	6	22	1 Julyy 1858: what Wallace knew what Lyell thought he knew what both he and Hooker took on trust and what Charles Darwin never told them	June 22, 2013	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY
79	inputFiles/WOSCorpus(79)	2013	6	22	High levels of auto-infection in plant pathogens favour short latent periods: a theoretical approach	June 22, 2013	EVOLUTIONARY ECOLOGY
80	inputFiles/WOSCorpus(80)	2013	6	22	Does chemical defence increase niche space? A phylogenetic comparative analysis of the Musteloidea	June 22, 2013	EVOLUTIONARY ECOLOGY
81	inputFiles/WOSCorpus(81)	2013	6	22	Protein Insertions and Deletions Enabled by Neutral Roaming in Sequence Space	June 22, 2013	MOLECULAR BIOLOGY AND EVOLUTION
82	inputFiles/WOSCorpus(82)	2013	6	22	Contrasting parasite communities among allopatric colour morphs of the Lake Tanganyika cichlid Tropheus	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
83	inputFiles/WOSCorpus(83)	2013	6	22	Overlapping genes of Aedes aegypti: evolutionary implications from comparison with orthologs of Anopheles gambiae and other insects	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
84	inputFiles/WOSCorpus(84)	2013	6	22	Phylogenetic signal in the acoustic parameters of the advertisement calls of four clades of anurans	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
85	inputFiles/WOSCorpus(85)	2013	6	22	Expression of the Lhx genes apterous and lim1 in an errant polychaete: implications for bilaterian appendage evolution, neural development, and muscle diversification	June 22, 2013	EVODEVO
86	inputFiles/WOSCorpus(86)	2013	6	22	Evolution of Escherichia coli rifampicin resistance in an antibiotic-free environment during thermal stress	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
87	inputFiles/WOSCorpus(87)	2013	6	22	Coevolving parasites and population size shape the evolution of mating behaviour	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
88	inputFiles/WOSCorpus(88)	2013	6	22	The phylogenetic distribution of ultraviolet sensitivity in birds	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
89	inputFiles/WOSCorpus(89)	2013	6	22	Transcriptional abundance is not the single force driving the evolution of bacterial proteins	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
90	inputFiles/WOSCorpus(90)	2013	6	22	Dispersing away from bad genotypes: the evolution of Fitness-Associated Dispersal (FAD) in homogeneous environments	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
91	inputFiles/WOSCorpus(91)	2013	6	22	Potential use of low-copy nuclear genes in DNA barcoding: a comparison with plastid genes in two Hawaiian plant radiations	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
92	inputFiles/WOSCorpus(92)	2013	6	22	Parallel re-modeling of EF-1 alpha function: divergent EF-1 alpha genes co-occur with EFL genes in diverse distantly related eukaryotes	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
93	inputFiles/WOSCorpus(93)	2013	6	22	Evolutionary implications of the divergent long bone histologies of Nothosaurus and Pistosaurus (Sauropterygia, Triassic)	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
94	inputFiles/WOSCorpus(94)	2013	6	22	Complete mitogenome sequences of four flatfishes (Pleuronectiformes) reveal a Novemberel gene arrangement of L-strand coding genes	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
95	inputFiles/WOSCorpus(95)	2013	6	22	Parallel reduction in expression, but no loss of functional constraint, in two opsin paralogs within cave populations of GamMarchus minus (Crustacea: Amphipoda)	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
96	inputFiles/WOSCorpus(96)	2013	6	22	The unique pseudanthium of Actinodium (Myrtaceae) - morphological reinvestigation and possible regulation by CYCLOIDEA-like genes	June 22, 2013	EVODEVO
97	inputFiles/WOSCorpus(97)	2013	6	22	Coevolution analyses illuminate the dependencies between amino acid sites in the chaperonin system GroES-L	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
98	inputFiles/WOSCorpus(98)	2013	6	22	Characterization of hairless (Hr) and FGF5 genes provides insights into the molecular basis of hair loss in cetaceans	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
99	inputFiles/WOSCorpus(99)	2013	6	22	Convergent evolution of heat-inducibility during subfunctionalization of the Hsp70 gene family	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
100	inputFiles/WOSCorpus(100)	2013	6	22	Congruence of chloroplast- and nuclear-encoded DNA sequence variations used to assess species boundaries in the soil microalga Heterococcus (Stramenopiles, Xanthophyceae)	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
101	inputFiles/WOSCorpus(101)	2013	6	22	Evolution of a hotspot genus: geographic variation in speciation and extinction rates in Banksia (Proteaceae)	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
102	inputFiles/WOSCorpus(102)	2013	6	22	Hox gene expression during postlarval development of the polychaete Alitta virens	June 22, 2013	EVODEVO
103	inputFiles/WOSCorpus(103)	2013	6	22	Expression of Hox genes during regeneration of nereid polychaete Alitta (Nereis) virens (Annelida, Lophotrochozoa)	June 22, 2013	EVODEVO
104	inputFiles/WOSCorpus(104)	2013	6	22	Posterior Hox gene reduction in an arthropod: Ultrabithorax and Abdominal-B are expressed in a single segment in the mite Archegozetes longisetosus	June 22, 2013	EVODEVO
105	inputFiles/WOSCorpus(105)	2013	6	22	Expression of germline Marchkers in three species of amphioxus supports a preformation mechanism of germ cell development in cephalochordates	June 22, 2013	EVODEVO
106	inputFiles/WOSCorpus(106)	2013	6	22	Differences in chemosensory response between eyed and eyeless Astyanax mexicanus of the Rio Subterraneo cave	June 22, 2013	EVODEVO
107	inputFiles/WOSCorpus(107)	2013	6	22	Horizontally transferred genes in the genome of Pacific white shrimp, Litopenaeus vannamei	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
108	inputFiles/WOSCorpus(108)	2013	6	22	Gene make-up: rapid and massive intron gains after horizontal transfer of a bacterial alpha-amylase gene to Basidiomycetes	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
109	inputFiles/WOSCorpus(109)	2013	6	22	Evolutionary diversification and characterization of the eubacterial gene family encoding DXR type II, an alternative isoprenoid biosynthetic enzyme	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
110	inputFiles/WOSCorpus(110)	2013	6	22	A Novemberel type of light-harvesting antenna protein of red algal origin in algae with secondary plastids	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
111	inputFiles/WOSCorpus(111)	2013	6	22	Spalt expression and the development of melanic color patterns in pierid butterflies	June 22, 2013	EVODEVO
112	inputFiles/WOSCorpus(112)	2013	6	22	Sexual activity increases resistance against Pseudomonas entomophila in male Drosophila melanogaster	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
113	inputFiles/WOSCorpus(113)	2013	6	22	Variational modularity at the cell level: insights from the sperm head of the house mouse	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
114	inputFiles/WOSCorpus(114)	2013	6	22	A multi-calibrated mitochondrial phylogeny of extant Bovidae (Artiodactyla, Ruminantia) and the importance of the fossil record to systematics	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
115	inputFiles/WOSCorpus(115)	2013	6	22	Co-option of a coordinate system defined by the EGFr and Dpp pathways in the evolution of a morphological Novemberelty	June 22, 2013	EVODEVO
116	inputFiles/WOSCorpus(116)	2013	6	22	Modeling the evolution dynamics of exon-intron structure with a general random fragmentation process	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
117	inputFiles/WOSCorpus(117)	2013	6	22	The expression and evolution of virulence in multiple infections: the role of specificity, relative virulence and relative dose	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
118	inputFiles/WOSCorpus(118)	2013	6	22	Behavioural manipulation of insect hosts by Baculoviridae as a process of niche construction	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
119	inputFiles/WOSCorpus(119)	2013	6	22	Modularity of a leaf moth-wing pattern and a versatile characteristic of the wing-pattern ground plan	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
120	inputFiles/WOSCorpus(120)	2013	6	22	Ontogenetic development of intestinal length and relationships to diet in an Australasian fish family (Terapontidae)	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
121	inputFiles/WOSCorpus(121)	2013	6	22	Adaptive evolution of the osmoregulation-related genes in cetaceans during secondary aquatic adaptation	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
122	inputFiles/WOSCorpus(122)	2013	6	22	Identification of an intact ParaHox cluster with temporal colinearity but altered spatial colinearity in the hemichordate Ptychodera flava	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
123	inputFiles/WOSCorpus(123)	2013	6	22	Evolution of a horizontally acquired legume gene, albumin 1, in the parasitic plant Phelipanche aegyptiaca and related species	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
124	inputFiles/WOSCorpus(124)	2013	6	22	Where does Neisseria acquire foreign DNA from: an examination of the source of genomic and pathogenic islands and the evolution of the Neisseria genus	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
125	inputFiles/WOSCorpus(125)	2013	6	22	SNP-revealed genetic diversity in wild emmer wheat correlates with ecological factors	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
126	inputFiles/WOSCorpus(126)	2013	6	22	Gall volatiles defend aphids against a browsing mammal	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
127	inputFiles/WOSCorpus(127)	2013	6	22	Fertilisation and early developmental barriers to hybridisation in field crickets	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
128	inputFiles/WOSCorpus(128)	2013	6	22	Suboptimal evolutionary Novemberel environments promote singular altered gravity responses of transcriptome during Drosophila metamorphosis	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
129	inputFiles/WOSCorpus(129)	2013	6	22	Emergence of Novemberel domains in proteins	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
130	inputFiles/WOSCorpus(130)	2013	6	22	Delayed colonisation of Acacia by thrips and the timing of host-conservatism and behavioural specialisation	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
131	inputFiles/WOSCorpus(131)	2013	6	22	A bioinformatic analysis of ribonucleotide reductase genes in phage genomes and metagenomes	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
132	inputFiles/WOSCorpus(132)	2013	6	22	Sensory exploitation and indicator models may explain red pelvic spines in the brook stickleback, Culaea inconstans	June 22, 2013	EVOLUTIONARY ECOLOGY RESEARCH
133	inputFiles/WOSCorpus(133)	2013	6	22	The maintenance of sex: Ronald Fisher meets the Red Queen	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
134	inputFiles/WOSCorpus(134)	2013	6	22	High lability of sexual system over 250 million years of evolution in morphologically conservative tadpole shrimps	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
135	inputFiles/WOSCorpus(135)	2013	6	22	Stickleback research: the now and the next	June 22, 2013	EVOLUTIONARY ECOLOGY RESEARCH
136	inputFiles/WOSCorpus(136)	2013	6	22	Phylogenomics of strongylocentrotid sea urchins	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
137	inputFiles/WOSCorpus(137)	2013	6	22	Biogeography, phylogeny, and morphological evolution of central Texas cave and spring salamanders	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
138	inputFiles/WOSCorpus(138)	2013	6	22	Genome differentiation in a species pair of coregonine fishes: an extremely rapid speciation driven by stress-activated retrotransposons mediating extensive ribosomal DNA multiplications	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
139	inputFiles/WOSCorpus(139)	2013	6	22	Synonymous site conservation in the HIV-1 genome	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
140	inputFiles/WOSCorpus(140)	2013	6	22	Evolution of bone compactness in extant and extinct moles (Talpidae): exploring humeral microstructure in small fossorial mammals	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
141	inputFiles/WOSCorpus(141)	2013	6	22	Tracking the evolution of sex chromosome systems in Melanoplinae grasshoppers through chromosomal mapping of repetitive DNA sequences	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
142	inputFiles/WOSCorpus(142)	2013	6	22	Horizontal gene transfer of epigenetic machinery and evolution of parasitism in the malaria parasite Plasmodium falciparum and other apicomplexans	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
143	inputFiles/WOSCorpus(143)	2013	6	22	Spatial aspects of prebiotic replicator coexistence and community stability in a surface-bound RNA world model	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
144	inputFiles/WOSCorpus(144)	2013	6	22	Probabilistic models for CRISPR spacer content evolution	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
145	inputFiles/WOSCorpus(145)	2013	6	22	Ancient lineage, young troglobites: recent colonization of caves by Nesticella spiders	June 22, 2013	BMC EVOLUTIONARY BIOLOGY
